OBJECTID,lon,lat,StaType,DateModif,StnType,ZipCode,State,City,Address2,Address1,Name,Code,StationName,StationFacilityName,StationAliases,x,y
542,-74.945391,44.923283,Curbside Bus Stop only (no shelter),2018-06-22T07:04:38,BUS,13662,NY,Massena, ,15054 State Highway 37, ,MNY,"Massena, NY", , ,-74.9453930479541,44.923291999973
543,-117.005388,46.725931,Curbside Bus Stop only (no shelter),2018-09-26T07:04:49,BUS,83843,ID,Moscow, ,1006 Railroad Street, ,MOC,"Moscow, ID", , ,-117.005401765519,46.7259371261827
544,-120.912913,37.668951,Station Building (with waiting room),2017-11-06T07:05:23,TRAIN,95355,CA,Modesto, ,1700 Held Drive, ,MOD,"Modesto, CA", , ,-120.912925972648,37.6689560442706
545,-88.03829,30.690852,Platform only (no shelter),2025-07-09T02:04:09,TRAIN,36602,AL,Mobile, ,11 South Water Street, ,MOE,"Mobile, AL", , ,-88.0382950861664,30.6908576415801
546,-106.33176,38.512092,Curbside Bus Stop only (no shelter),2022-02-04T07:04:15,BUS,81201,CO,Salida, ,23715 U.S. Highway 50, ,MOH,"Monarch Mountain, CO", ,Salida,-106.331770276255,38.5120981581662
547,-118.173181,35.05249,Curbside Bus Stop only (no shelter),2018-09-29T07:04:44,BUS,93501,CA,Mojave, ,15900 Sierra Highway, ,MOJ,"Mojave, CA", , ,-118.173193260734,35.0524949692915
548,-85.443821,43.539299,Curbside Bus Stop only (no shelter),2022-08-15T07:04:38,BUS,49336,MI,Morley, ,4981 Northland Drive, ,MOR,"Morley, MI", , ,-85.4438262645622,43.5393072568803
549,-101.298557,48.236083,Station Building (with waiting room),2017-11-06T07:05:24,TRAIN,58701,ND,Minot, ,400 1st Avenue S.W., ,MOT,"Minot, ND", , ,-101.298567510887,48.2360907803127
550,-117.288588,33.912758,Curbside Bus Stop only (no shelter),2018-09-26T07:04:49,BUS,92518,CA,Riverside, ,14160 Meridian Parkway, ,MOV,"Moreno Valley, CA", , ,-117.28860001387,33.9127628937137
551,-118.878059,34.28476,Platform only (no shelter),2018-09-14T07:04:50,TRAIN,93021,CA,Moorpark, ,300 High Street, ,MPK,"Moorpark, CA", , ,-118.878071311656,34.2847648451341
552,-123.85849,44.02687,Platform only (no shelter),2024-12-08T07:06:18,BUS,97453,OR,Mapleton, ,10785 OR-126, ,MPL,"Mapleton, OR", , ,-123.858504365645,44.0268752600727
553,-72.606394,44.255749,Station Building (with waiting room),2017-11-06T07:05:24,TRAIN,05602,VT,Montpelier, ,297 Junction Road, ,MPR,"Montpelier-Berlin, VT", ,Berlin,-72.6063952224652,44.2557579713145
554,-84.772629,43.58182,Station Building (with waiting room),2018-09-27T07:04:56,BUS,48858,MI,Mt. Pleasant, ,300 East Broomfield Street,Central Michigan University,MPT,"Mt. Pleasant, MI",Central Michigan University, ,-84.7726340639192,43.5818283005527
555,-87.452499,46.557825,Station Building (with waiting room),2018-09-27T07:04:56,BUS,49855,MI,Marquette, ,1325 Commerce Drive, ,MQT,"Marquette, MI", , ,-87.4525052389859,46.5578336152807
556,-77.961014,39.458661,Station Building (with waiting room),2018-05-16T07:04:26,TRAIN,25401,WV,Martinsburg, ,229 East Martin Street, ,MRB,"Martinsburg, WV", , ,-77.9610166176254,39.4586688621169
557,-112.047592,33.056191,Station Building (with waiting room),2022-05-28T07:04:15,TRAIN,85138,AZ,Maricopa, ,44605 West Mercado Street, ,MRC,"Maricopa, AZ", ,Phoenix,-112.047602985026,33.0561960647424
558,-119.966205,37.485747,Curbside Bus Stop only (no shelter),2019-02-14T07:03:23,BUS,95338,CA,Mariposa, ,Highway 140 and 7th Street,Midtown YARTS bus stop,MRM,"Mariposa, CA",Midtown YARTS bus stop, ,-119.96621780098,37.4857520951428
559,-119.974222,37.491268,Curbside Bus Stop only (no shelter),2019-02-14T07:03:24,BUS,95338,CA,Mariposa, ,4974 Joe Howard Street,Mariposa Park and Ride,MRP,"Mariposa, CA",Mariposa Park and Ride, ,-119.974234803156,37.4912730952634
560,-121.597259,39.143721,Station Building (with waiting room),2018-09-26T07:04:50,BUS,95901,CA,Marysville, ,858 I Street, ,MRV,"Marysville, CA", , ,-121.597272257896,39.1437261187481
561,-121.894331,36.597611,Curbside Bus Stop only (no shelter),2019-02-14T07:03:24,BUS,93940,CA,Monterey, ,500 Tyler Street ,Transit Plaza,MRY,"Monterey, CA",Transit Plaza, ,-121.894344006646,36.5976158811599
562,-93.210772,44.882625,Curbside Bus Stop only (no shelter),2018-09-27T07:04:57,BUS,55111,MN,St. Paul, ,4300 Glumack Drive,Minneapolis-St Paul Intl Airport,MSL,"St. Paul-Minneapolis, MN",Minneapolis-St Paul Intl Airport,"St Paul,Saint Paul,Minneapolis",-93.210779722925,44.8826329829686
563,-89.397612,43.071201,Curbside Bus Stop only (no shelter),2020-07-08T14:48:43,BUS,53706,WI,Madison, ,250 North Lake Street,Univ of Wisc - Gordon Center,MSN,"Madison, WI",Univ of Wisc - Gordon Center, ,-89.3976183953343,43.0712089506463
564,-93.085355,44.947661,Station Building (with waiting room),2018-09-15T07:04:41,TRAIN,55101,MN,St. Paul, ,240 Kellogg Boulevard East,Union Depot,MSP,"St. Paul-Minneapolis, MN",Union Depot,"Minneapolis,St Paul,Saint Paul,Union Depot",-93.0853626957673,44.9476690011535
565,-77.472577,38.750084,Station Building (with waiting room),2017-11-06T07:05:25,TRAIN,20110,VA,Manassas, ,9431 West Street, ,MSS,"Manassas, VA", , ,-77.4725794211153,38.7500917393948
566,-87.698759,44.078388,Curbside Bus Stop only (no shelter),2018-09-28T07:04:43,BUS,54220,WI,Manitowoc, ,1701 South 41st Street, ,MTC,"Manitowoc, WI", , ,-87.6987650062975,44.0783962152633
567,-85.398401,44.410563,Curbside Bus Stop only (no shelter),2018-09-27T07:04:57,BUS,49663,MI,Manton, ,102 South Michigan Avenue, ,MTO,"Manton, MI", , ,-85.3984063442592,44.4105714029224
568,-91.550772,40.971179,Station Building (with waiting room),2019-08-19T07:03:17,TRAIN,52641,IA,Mount Pleasant, ,418 North Adams Street, ,MTP,"Mount Pleasant, IA", , ,-91.5507787870317,40.9711864750488
569,-73.565767,45.500169,Station Building (with waiting room),2019-12-12T07:03:13,TRAIN,H3B 4G1,QC,Montreal, ,895 rue de la Gauchetiere ouest,Gare Centrale / Central Station,MTR,"Montreal, QC",Gare Centrale / Central Station,"Central,Centrale,Gare,Quebec",-73.565768633527,45.5001781543649
570,-122.138784,38.018921,Station Building (with waiting room),2017-11-06T07:05:26,TRAIN,94553,CA,Martinez, ,601 Marina Vista Avenue, ,MTZ,"Martinez, CA", , ,-122.138797201735,38.0189259849647
571,-92.814018,34.365484,Platform with Shelter,2017-11-06T07:05:26,TRAIN,72104,AR,Malvern, ,200 East First Street, ,MVN,"Malvern, AR", , ,-92.8140245870071,34.3654902160582
572,-122.334738,48.41847,Station Building (with waiting room),2018-09-14T07:04:50,TRAIN,98273,WA,Mount Vernon, ,105 East Kincaid Street, ,MVW,"Mount Vernon, WA", , ,-122.334753094495,48.4184756581577
573,-87.658441,45.074637,Curbside Bus Stop only (no shelter),2021-03-03T07:04:22,BUS,54143,WI,Marinette, ,2900 Roosevelt AVe, ,MWI,"Marinette, WI", , ,-87.6584471116681,45.0746453759587
574,-121.90164,36.61768,Curbside Bus Stop only (no shelter),2019-02-14T07:03:24,BUS,93940,CA,Monterey, ,886 Cannery Row,Monterey Bay Aquarium,MYA,"Monterey, CA",Monterey Bay Aquarium, ,-121.901653009717,36.6176848821339
575,-121.877311,36.591861,Curbside Bus Stop only (no shelter),2019-02-14T07:03:24,BUS,93940,CA,Monterey, ,1 Old Golf Course Road,Hyatt Regency Hotel,MYH,"Monterey, CA",Hyatt Regency Hotel, ,-121.877324003352,36.5918658813602
576,-121.895837,36.599285,Curbside Bus Stop only (no shelter),2022-12-15T07:06:57,BUS,93940,CA,Monterey, ,438 Calle Principal,Calle Principal Parking Garage,MYM,"Monterey, CA",Calle Principal Parking Garage, ,-121.895850007067,36.5992898811993
577,-71.963093,41.350934,Station Building (with waiting room),2018-09-14T07:04:50,TRAIN,06355,CT,Mystic, ,2 Roosevelt Avenue, ,MYS,"Mystic, CT", , ,-71.9630938276269,41.3509424499409
578,-121.892522,36.595379,Curbside Bus Stop only (no shelter),2019-02-14T07:03:24,BUS,93940,CA,Monterey, ,351 Fremont Street,Chevron gas station,MYT,"Monterey, CA",Chevron gas station, ,-121.892535006277,36.5953838808643
579,-121.801379,36.653516,Curbside Bus Stop only (no shelter),2023-02-01T07:07:22,TRAIN,93955,CA,Seaside-Marina, ,5101 4th Avenue,CSU-Monterey Bay,MYU,"Seaside-Marina, CA",CSU-Monterey Bay, ,-121.801391998635,36.6535208924122
580,-116.529658,43.588257,Curbside Bus Stop only (no shelter),2018-09-26T07:04:51,BUS,83687,ID,Nampa, ,3319 Garrity Boulevard, ,NAM,"Nampa, ID", , ,-116.529671068921,43.5882629225773
581,-122.280022,38.297617,Curbside Bus Stop only (no shelter),2018-05-26T07:04:18,BUS,94559,CA,Napa, ,625 Burnell Street, ,NAP,"Napa, CA", , ,-122.280035256167,38.2976219976335
582,-74.446265,40.496522,Station Building (with waiting room),2018-09-14T07:04:50,TRAIN,08901,NJ,New Brunswick, ,French and Albany Streets, ,NBK,"New Brunswick, NJ", , ,-74.4462665759944,40.4965301986859
583,-89.262264,36.112711,Station Building (with waiting room),2017-11-06T07:05:28,TRAIN,38059,TN,Newbern, ,108 Jefferson St, ,NBN,"Newbern-Dyersburg, TN", ,Dyersburg,-89.2622697327359,36.1127177153931
584,-77.036948,35.104416,Curbside Bus Stop only (no shelter),2018-10-22T07:08:02,BUS,28560,NC,New Bern, ,203 South Front Street, ,NBR,"New Bern, NC", ,"Havelock,Morehead City",-77.0369500874341,35.1044229866449
585,-86.745782,41.796656,Platform with Shelter,2017-11-06T07:05:28,TRAIN,49117,MI,New Buffalo, ,226 North Whittaker Street, ,NBU,"New Buffalo, MI", , ,-86.7457874805828,41.7966638878519
586,-94.677186,31.703839,Curbside Bus Stop only (no shelter),2024-05-24T16:48:58,BUS,75965,TX,Nacogdoches, ,10175 US Highway 259, ,NCG,"Nacogdoches, TX", , ,-94.6771929200815,31.7038446151731
587,-76.871494,38.948098,Station Building (with waiting room),2017-11-06T07:05:28,TRAIN,20784,MD,New Carrollton, ,4300 Garden City Drive, ,NCR,"New Carrollton, MD", , ,-76.8714962467028,38.9481058018575
588,-71.129461,44.054485,Station Building (with waiting room),2018-09-27T07:04:58,BUS,03860,NH,North Conway, ,2760 White Mountain Highway, ,NCW,"North Conway, NH", , ,-71.1294617166758,44.0544939856775
589,-114.606188,34.840616,Platform only (no shelter),2024-06-08T07:05:50,TRAIN,92363,CA,Needles, ,950 Front Street, ,NDL,"Needles, CA", , ,-114.60619961146,34.8406211570249
590,-97.344886,38.046976,Station Building (with waiting room),2017-11-06T07:05:29,TRAIN,67114,KS,Newton, ,414 North Main Street, ,NEW,"Newton, KS", , ,-97.3448940628354,38.0469826466036
591,-76.98243,40.447646,Curbside Bus Stop only (no shelter),2018-07-19T07:04:41,BUS,17069,PA,New Buffalo, ,3298 Susquehanna Trail, ,NFF,"New Buffalo, PA", , ,-76.9824323766833,40.4476540946819
592,-76.276195,36.843509,Station Building (with waiting room),2025-05-14T07:04:23,TRAIN,23510,VA,Norfolk, ,280 Park Avenue, ,NFK,"Norfolk, VA", , ,-76.2761969426208,36.8435163872509
593,-79.055276,43.109908,Station Building (with waiting room),2017-11-06T07:05:29,TRAIN,14305,NY,Niagara Falls, ,825 Depot Avenue West, ,NFL,"Niagara Falls, NY", , ,-79.0552792326621,43.1099165035854
594,-79.063291,43.108736,Station Building (with waiting room),2017-11-06T07:05:29,TRAIN,L2E 2R6,ON,Niagara Falls, ,4267 Bridge Street, ,NFS,"Niagara Falls, ON", , ,-79.063294235189,43.1087445033929
595,-118.527338,34.379451,Platform with Shelter,2018-09-26T07:04:51,BUS,91321,CA,Santa Clarita, ,24300 Railroad Avenue, ,NHL,"Santa Clarita-Newhall, CA", ,Newhall,-118.527350261624,34.3794558757825
596,-72.626379,42.318858,Platform with Shelter,2017-11-06T07:05:29,TRAIN,01060,MA,Northampton, ,170 Pleasant Street, ,NHT,"Northampton, MA", , ,-72.6263801009815,42.3188666136097
597,-72.92667,41.297714,Station Building (with waiting room),2018-04-27T07:04:12,TRAIN,06519,CT,New Haven, ,50 Union Avenue,Union Station,NHV,"New Haven, CT",Union Station,Union Station,-72.9266711368261,41.2977224076719
598,-91.823809,30.008415,Platform only (no shelter),2018-09-14T07:04:51,TRAIN,70560,LA,New Iberia, ,402 West Washington Street, ,NIB,"New Iberia, LA", , ,-91.8238150862764,30.008420367813
599,-72.093225,41.354267,Station Building (with waiting room),2017-11-06T07:05:29,TRAIN,06320,CT,New London, ,27 Water Street,Union Station,NLC,"New London, CT",Union Station,Union Station,-72.0932258700642,41.3542754465237
600,-86.252372,41.837412,Station Building (with waiting room),2017-11-06T07:05:30,TRAIN,49120,MI,Niles, ,598 Dey Street, ,NLS,"Niles, MI", , ,-86.2523773373222,41.837419921987
601,-90.078291,29.946085,Station Building (with waiting room),2018-07-06T07:04:34,TRAIN,70113,LA,New Orleans, ,1001 Loyola Avenue,Union Passenger Terminal,NOL,"New Orleans, LA",Union Passenger Terminal,Union Passenger Depot,-90.0782966140365,29.9460904120648
602,-97.443013,35.219963,Platform only (no shelter),2024-06-08T07:05:50,TRAIN,73069,OK,Norman, ,200 South Jones Avenue, ,NOR,"Norman, OK", , ,-97.4430208519732,35.2199691549462
603,-123.001024,45.597696,Curbside Bus Stop only (no shelter),2020-07-08T14:48:44,BUS,97133,OR,North Plains, ,31450 NW Commercial Street, ,NPL,"North Plains, OR", , ,-123.001038547936,45.5977014356592
604,-76.517023,37.122325,Station Building (with waiting room),2024-08-24T07:06:07,TRAIN,23602,VA,Newport News, ,500B Bland Blvd, ,NPN,"Newport News, VA", , ,-76.5170250312957,37.1223324381879
605,-124.054486,44.635191,Station Building (with waiting room),2022-03-09T07:04:17,BUS,97365,OR,Newport, ,169 Southwest Coast Hwy, ,NPO,"Newport, OR", , ,-124.054500511014,44.6351962749494
606,-88.145497,41.779514,Station Building (with waiting room),2018-09-14T07:04:51,TRAIN,60540,IL,Naperville, ,105 E. Fourth Ave., ,NPV,"Naperville, IL", , ,-88.1455028915107,41.7795218080313
607,-118.545417,34.230659,Station Building (with waiting room),2022-05-21T07:04:20,TRAIN,91324,CA,Los Angeles, ,8775 Wilbur Ave, ,NRG,"Northridge, CA", , ,-118.545429251976,34.2306638581047
608,-75.753513,39.669686,Platform with Shelter,2024-11-13T07:07:58,TRAIN,19713,DE,Newark, ,110 Station Way,Thomas R. Carper Station,NRK,"Newark, DE",Thomas R. Carper Station, ,-75.7535149398074,39.6696939876158
609,-73.784329,40.911451,Station Building (with waiting room),2018-09-14T07:04:51,TRAIN,10801,NY,New Rochelle, ,1 Railroad Plaza, ,NRO,"New Rochelle, NY", , ,-73.7843303896635,40.9114593030402
610,-78.706292,35.794203,Platform only (no shelter),2018-09-29T07:04:45,TRAIN,27607,NC,Raleigh, ,1025 Blue Ridge Road, ,NSF,"North Carolina State Fair, NC", ,"raleigh,fair,state fair,nc state fair",-78.706294629668,35.7942100791741
611,-71.503866,42.790718,Curbside Bus Stop only (no shelter),2018-09-27T07:04:58,BUS,03064,NH,Nashua, ,8 North Southwood Drive, ,NSH,"Nashua, NH", , ,-71.503866762935,42.7907267404794
612,-86.77305,36.152068,Station Building (with waiting room),2022-05-28T07:04:15,BUS,37203,TN,Nashville, ,709 Rep John Lewis Way South, ,NVL,"Nashville, TN", , ,-86.7730550316501,36.1520748350275
613,-74.16475,40.734706,Station Building (with waiting room),2018-09-14T07:04:51,TRAIN,07102,NJ,Newark, ,1 Raymond Plaza West,Penn Station,NWK,"Newark, NJ",Penn Station,Penn Station,-74.1647515009911,40.7347142553436
614,-71.317116,41.488656,Station Building (with waiting room),2018-05-16T07:04:26,BUS,02840,RI,Newport, ,39 America's Cup Avenue, ,NWP,"Newport, RI", , ,-71.3171166255434,41.4886644978528
615,-76.229473,43.071924,Platform with Shelter,2022-08-05T07:04:27,TRAIN,13209,NY,Syracuse, ,581 State Fair Boulevard, ,NYF,"New York State Fair, NY", , ,-76.2294753239453,43.0719326180432
616,-73.996327,40.751038,Station Building (with waiting room),2022-08-04T07:04:30,TRAIN,10001,NY,New York, ,351 West 31st Street,Moynihan Train Hall at Penn Sta.,NYP,"New York, NY",Moynihan Train Hall at Penn Sta.,"nyc,Penn Station,Moynihan Train Hall,new york city,newyork",-73.9963284479714,40.7510462639657
617,-122.198147,37.752499,Platform with Shelter,2019-02-14T07:03:24,TRAIN,94621,CA,Oakland, ,700 73rd Avenue,Coliseum/Airport Station,OAC,"Oakland, CA",Coliseum/Airport Station, ,-122.19816017899,37.7525039587713
618,-119.646282,37.335324,Curbside Bus Stop only (no shelter),2018-02-18T07:04:26,BUS,93644,CA,Oakhurst, ,40530 Highway 41, ,OAH,"Oakhurst, CA", , ,-119.646294732286,37.3353291041664
619,-123.703685,42.066877,Curbside Bus Stop only (no shelter),2018-09-12T07:04:40,BUS,97534,OR,O'Brien, ,33096 Redwood Parkway, ,OBR,"O'Brien, CA", ,"OBrien,O'Brian,OBrian",-123.703698998883,42.0668821541012
620,-82.135282,29.192235,Curbside Bus Stop only (no shelter),2018-09-26T07:04:51,BUS,34470,FL,Ocala, ,531 Northeast First Avenue, ,OCA,"Ocala, FL", , ,-82.1352853506987,29.1922404783744
621,-75.102911,38.334867,Station Building (with waiting room),2018-09-27T07:04:58,BUS,21842,MD,Ocean City, ,12848 Ocean Gateway, ,OCM,"Ocean City, MD", , ,-75.1029126581773,38.3348747397839
622,-87.887149,44.879381,Curbside Bus Stop only (no shelter),2018-09-28T07:04:44,BUS,54153,WI,Oconto, ,517 Smith Avenue, ,OCO,"Oconto, WI", , ,-87.8871551574791,44.8793893311795
623,-75.164144,38.37621,Curbside Bus Stop only (no shelter),2018-09-27T07:04:58,BUS,21811,MD,Berlin, ,11011 Manklin Creek Road, ,OCP,"Ocean Pines-Berlin, MD", , ,-75.1641456799188,38.3762177459287
624,-111.979027,41.223128,Station Building (with waiting room),2018-09-27T07:04:58,BUS,84401,UT,Ogden, ,2393 Wall Avenue, ,OGD,"Ogden, UT", , ,-111.979038817641,41.2231340815887
625,-97.512749,35.46549,Station Building (with waiting room),2017-11-06T07:05:32,TRAIN,73102,OK,Oklahoma City, ,100 South E.K. Gaylord Boulevard, ,OKC,"Oklahoma City, OK", , ,-97.5127568887147,35.4654961951777
626,-80.830812,27.251867,Platform with Shelter,2017-11-06T07:05:32,TRAIN,34972,FL,Okeechobee, ,801 North Parrott Avenue, ,OKE,"Okeechobee, FL", , ,-80.8308149083242,27.2518720418027
627,-122.271667,37.793866,Station Building (with waiting room),2019-02-14T07:03:25,TRAIN,94607,CA,Oakland, ,245 Second Street,Jack London Square Station,OKJ,"Oakland, CA",Jack London Square Station, ,-122.271680195491,37.7938709562206
628,-79.682392,43.455394,Station Building (with waiting room),2017-11-06T07:05:33,TRAIN,L6J 2W6,ON,Oakville, ,200 Cross Avenue, ,OKL,"Oakville, ON", , ,-79.6823954618375,43.455402536449
629,-122.467237,43.745008,Platform only (no shelter),2020-11-19T07:04:07,BUS,97463,OR,Oakridge, ,48067 Hwy 58, ,OKR,"Oakridge, OR", , ,-122.467251103558,43.7450133772953
630,-117.200073,32.755266,Platform only (no shelter),2019-02-05T07:03:21,TRAIN,92110,CA,San Diego, ,4005 Taylor Street,Old Town Transportation Center,OLT,"San Diego, CA",Old Town Transportation Center, ,-117.200084910812,32.7552707635169
631,-122.794059,46.991273,Station Building (with waiting room),2017-11-06T07:05:33,TRAIN,98513,WA,Lacey, ,6600 Yelm Highway SE, ,OLW,"Olympia-Lacey, WA", ,Lacey,-122.79407382203,46.9912785341987
632,-95.927201,41.249697,Station Building (with waiting room),2024-09-26T07:00:00,TRAIN,68108,NE,Omaha, ,1003 South 9th Street, ,OMA,"Omaha, NE", , ,-95.9272090188653,41.2497042509765
633,-117.649569,34.061672,Platform only (no shelter),2018-09-14T07:04:51,TRAIN,91764,CA,Ontario, ,198 East Emporia Street, ,ONA,"Ontario, CA", , ,-117.649581087478,34.0616768905604
634,-116.951325,44.024071,Station Building (with waiting room),2018-09-27T07:04:59,BUS,97914,OR,Ontario, ,842 Southeast 1st Avenue, ,ONT,"Ontario, OR", , ,-116.951338223213,44.0240769208982
635,-70.376225,43.514326,Platform only (no shelter),2018-09-14T07:04:51,TRAIN,04064,ME,Old Orchard Beach, ,11 First Street, ,ORB,"Old Orchard Beach, ME", , ,-70.3762254325132,43.514334911432
636,-122.595925,45.366146,Platform with Shelter,2017-11-06T07:05:34,TRAIN,97045,OR,Oregon City, ,1757 Washington Street, ,ORC,"Oregon City, OR", , ,-122.595939437451,45.3661514642117
637,-81.381516,28.525926,Station Building (with waiting room),2018-09-14T07:04:51,TRAIN,32806,FL,Orlando, ,1400 Sligh Boulevard, ,ORL,"Orlando, FL", ,Disney,-81.3815191090275,28.5259313394678
638,-68.670015,44.903283,Curbside Bus Stop only (no shelter),2018-09-26T07:04:52,BUS,04469,ME,Orono, ,8 Gym Drive,University of Maine,ORO,"Orono, ME",University of Maine, ,-68.6700149419108,44.9032922152145
639,-121.572193,39.496793,Curbside Bus Stop only (no shelter),2023-10-13T07:08:46,BUS,95965,CA,Oroville, ,2525 Feather River Boulevard, ,ORV,"Oroville, CA", , ,-121.572206299723,39.4967981492212
640,-72.376818,41.30039,Station Building (with waiting room),2018-09-14T07:04:52,TRAIN,06475,CT,Old Saybrook, ,455 Boston Post Road, ,OSB,"Old Saybrook, CT", , ,-72.3768189585254,41.3003984266189
641,-93.764894,41.037116,Station Building (with waiting room),2017-11-06T07:05:34,TRAIN,50213,IA,Osceola, ,Main & East Clay Streets, ,OSC,"Osceola, IA", , ,-93.7649014096164,41.0371233533741
642,-117.37943,33.192515,Station Building (with waiting room),2018-02-18T07:04:26,TRAIN,92054,CA,Oceanside, ,235 South Tremont Street, ,OSD,"Oceanside, CA", , ,-117.379441973602,33.1925198054172
643,-88.551236,43.994303,Curbside Bus Stop only (no shelter),2023-07-23T07:00:00,BUS,54902,WI,Oshkosh, ,525 West 20th Avenue,Special Stop at EAA Air Show,OSH,"Oshkosh, WI",Special Stop at EAA Air Show,"Wittman,EAA Air Show",-88.5512422510617,43.9943111500973
644,-88.548899,44.022747,Curbside Bus Stop only (no shelter),2018-09-28T07:04:44,BUS,54901,WI,Oshkosh, ,208 Osceola Street,University of Wisconsin,OSU,"Oshkosh, WI",University of Wisconsin, ,-88.5489052533073,44.0227551549547
645,-123.88085,45.010214,Curbside Bus Stop only (no shelter),2020-07-10T07:05:08,BUS,97368,OR,Otis, ,5280 Salmon River Hwy, ,OTE,"Otis, OR - Eastbound", ,Rosewood Lodge,-123.880864560452,45.0102193131741
646,-92.414929,41.018815,Station Building (with waiting room),2017-11-06T07:05:34,TRAIN,52501,IA,Ottumwa, ,210 West Main Street, ,OTM,"Ottumwa, IA", , ,-92.4149360340195,41.0188224319054
647,-123.881289,45.010161,Curbside Bus Stop only (no shelter),2020-07-10T07:05:08,BUS,97368,OR,Otis, ,5283 Salmon River Hwy, ,OTW,"Otis, OR - Westbound", , ,-123.881303560843,45.0101663128567
648,-84.170085,42.996636,Station Building (with waiting room),2018-09-27T07:04:59,BUS,48867,MI,Owosso, ,109 Comstock Street, ,OWO,"Owosso, MI", , ,-84.1700898201213,42.996644233407
649,-119.175978,34.199241,Station Building (with waiting room),2018-09-14T07:04:52,TRAIN,93030,CA,Oxnard, ,201 East Fourth Street, ,OXN,"Oxnard, CA", , ,-119.175990354078,34.1992458185351
650,-88.575817,37.056916,Station Building (with waiting room),2018-09-29T07:04:45,BUS,42001,KY,Paducah, ,2719 Irvin Cobb Avenue, ,PAD,"Paducah, KY", , ,-88.5758226078393,37.0569229291881
651,-88.559546,30.367846,Platform only (no shelter),2025-03-21T07:06:39,TRAIN,39567,MS,Pascagoula, ,505 Railroad Avenue, ,PAG,"Pascagoula, MS", , ,-88.5595512164855,30.3678515540793
652,-81.640471,29.649734,Platform with Shelter,2017-11-06T07:05:35,TRAIN,32177,FL,Palatka, ,220 North 11th Street, ,PAK,"Palatka, FL", , ,-81.6404742236671,29.6497396006792
653,-75.48376,40.042754,Station Building (with waiting room),2018-09-14T07:04:52,TRAIN,19301,PA,Paoli, ,13 Lancaster Avenue, ,PAO,"Paoli, PA", , ,-75.4837618778233,40.0427620716806
654,-75.922123,39.95918,Platform with Shelter,2018-09-14T07:04:52,TRAIN,19365,PA,Parkesburg, ,501 Maple Street, ,PAR,"Parkesburg, PA", , ,-75.9221250112894,39.9591880389174
655,-118.141295,34.143079,Curbside Bus Stop only (no shelter),2018-09-26T07:04:52,BUS,91101,CA,Pasadena, ,168 South Los Robles Avenue, ,PAS,"Pasadena, CA", , ,-118.141307177042,34.1430838720802
656,-90.393341,36.753995,Station Building (with waiting room),2017-11-06T07:05:35,TRAIN,63901,MO,Poplar Bluff, ,400 South Main Street, ,PBF,"Poplar Bluff, MO", , ,-90.3933470939666,36.7540017852292
657,-82.050609,27.016842,Curbside Bus Stop only (no shelter),2018-09-26T07:04:52,BUS,33980,FL,Port Charlotte, ,900 Kings Highway, ,PCH,"Port Charlotte, FL", , ,-82.0506122549737,27.0168469548471
658,-89.466815,41.385191,Station Building (with waiting room),2017-11-06T07:05:36,TRAIN,61356,IL,Princeton, ,107 Bicentennial Drive, ,PCT,"Princeton, IL", , ,-89.4668212361405,41.3851986661511
659,-120.789419,38.73302,Curbside Bus Stop only (no shelter),2018-09-26T07:04:52,BUS,95667,CA,Placerville, ,2894 Mosquito Road, ,PCV,"Placerville, CA", , ,-120.789432079512,38.7330251464217
660,-122.592529,45.588232,Curbside Bus Stop only (no shelter),2021-05-21T07:03:59,BUS,97218,OR,Portland, ,7000 Northwest Airport Way,Portland International Airport,PDA,"Portland, OR",Portland International Airport, ,-122.592543483181,45.5882374775469
661,-116.398519,33.725715,Curbside Bus Stop only (no shelter),2018-09-26T07:04:52,BUS,92260,CA,Palm Desert, ,44449 Towne Center Way , ,PDC,"Palm Desert, CA", , ,-116.398530843648,33.7257199211635
662,-121.671367,36.789513,Curbside Bus Stop only (no shelter),2018-09-26T07:04:52,BUS,93907,CA,Prunedale, ,Highway 156 and Hwy 101, ,PDL,"Prunedale, CA", , ,-121.67137999268,36.7895179132606
663,-122.676806,45.528724,Station Building (with waiting room),2018-11-06T07:03:24,TRAIN,97209,OR,Portland, ,800 NW Sixth Avenue,Union Station,PDX,"Portland, OR",Union Station,Union Station,-122.67682048385,45.5287294652854
664,-118.76318,45.673293,Station Building (with waiting room),2018-09-27T07:04:59,BUS,97801,OR,Pendleton, ,2101 SE Court Avenue, ,PEN,"Pendleton, OR", , ,-118.763193863791,45.6732988719621
665,-79.993414,40.444378,Station Building (with waiting room),2018-11-06T07:03:25,BUS,15222,PA,Pittsburgh, ,55 11th Street,Grant Street Transportation Ctr,PGB,"Pittsburgh, PA",Grant Street Transportation Ctr, ,-79.9934173166203,40.4443859703754
666,-79.992307,40.444738,Station Building (with waiting room),2018-09-29T07:04:45,TRAIN,15222,PA,Pittsburgh, ,1100 Liberty Avenue,Union Station,PGH,"Pittsburgh, PA",Union Station,Union Station,-79.9923103164074,40.4447459700692
667,-112.013047,33.43639,Station Building (with waiting room),2020-10-29T07:03:51,BUS,85034,AZ,Phoenix, ,3400 East Sky Harbor Boulevard,Sky Harbor Airport,PHA,"Phoenix, AZ",Sky Harbor Airport, ,-112.013058005772,33.4363951188389
